1.6229,1.3918,1.7799,1.5726,2.2644,1.5077,2.0837,2.1905,3.6368,3.4036,4.8386,4.9297,5.8467,5.4619,5.6341,5.8944,5.5491,4.4359,5.4113,5.1347,6.066,6.463,6.3491,6.2594,5.5697,5.8244,5.0871,5.3882,5.0395,5.6049,5.7189,5.5323,6.5472,4.9971,4.4815,2.949,2.1209,2.2089,0.9809,0.11273,0.13031,1.5591,1.4098,2.5597,2.283,3.8545,5.2357,5.8317,6.26,6.043,5.0437,4.6387,4.9621,6.2079,7.0085,6.9726,5.6979,6.0249,6.3121,5.9602,5.7661,5.5227,5.439,5.1423,5.442
0.74964,1.5756,2.7898,3.2656,3.0261,1.6454,1.8687,2.3913,3.1177,2.7645,3.8243,4.5988,5.1227,5.6974,5.6421,5.2136,4.9794,4.6267,4.707,5.8676,6.0708,5.6112,6.2513,6.6116,6.3678,5.1265,4.6067,6.5335,4.6604,5.1318,4.6823,5.4916,5.0872,4.3201,3.3135,3.1096,1.6741,1.8569,1.2592,0.79703,1.2064,0.58863,1.8615,3.0906,4.1684,3.9815,4.6661,5.2905,5.2109,5.1141,5.1069,5.3508,6.0006,5.4962,6.155,7.1782,5.7566,5.6322,5.1893,4.7557,5.0085,5.7644,4.9375,4.7263,5.4895
-0.21262,1.1372,2.8006,3.684,3.3315,2.3621,2.0408,1.6808,2.7935,2.8781,4.2985,4.8427,4.7149,4.9888,4.0482,4.703,5.047,5.3184,6.1923,5.6665,6.3815,6.0729,6.5288,6.2727,6.0007,5.2562,3.9019,4.7551,4.496,4.8474,4.1037,4.0971,5.2397,3.8003,2.9217,3.101,2.7524,1.4891,1.1945,1.012,1.5116,1.4217,2.0524,2.2845,2.8819,4.0026,4.1739,4.229,6.113,5.4253,4.9352,5.5421,4.9902,5.4311,5.8191,6.127,4.5845,4.9819,4.7351,5.5366,5.8675,5.1114,5.5915,5.1321,5.066
-0.51758,0.18092,2.5197,2.9172,2.2792,3.3802,2.3865,2.2518,2.6481,2.8083,3.5888,4.3934,4.4818,4.9605,4.4709,4.1819,4.7096,5.6509,5.7413,5.4875,6.1054,5.0999,6.103,5.7567,5.1543,4.8685,4.0824,4.58,3.7411,4.3993,3.8851,4.6105,4.2687,3.8061,3.0134,3.1246,2.9712,1.8449,1.7132,1.4012,2.2781,2.3322,2.7099,1.8637,4.0833,3.924,4.2494,5.1418,5.0761,4.1522,4.0947,3.6909,4.3203,5.3647,4.888,4.2423,4.238,4.6912,4.218,5.3441,4.8575,4.9461,4.3968,4.7033,4.0226
-1.443,-0.064972,1.4577,2.116,2.9595,2.6801,3.0338,1.6888,1.6789,2.8105,3.7564,4.6537,5.2925,3.4028,3.8381,3.6332,3.5042,4.5269,3.7749,5.0022,6.1052,4.4855,5.8969,5.234,4.2562,3.8171,3.7221,3.5903,3.8089,3.513,4.1749,3.9826,4.9094,3.466,2.5392,2.6046,2.6855,1.8236,1.2948,1.3141,1.7511,2.0648,2.174,1.8038,3.1778,3.5337,4.2545,3.8783,3.1809,3.7226,4.0598,3.3642,3.0307,4.616,4.4056,3.4708,3.3719,3.8529,4.3691,4.613,5.5014,5.4409,4.6881,4.4872,5.0106
-0.57092,0.50011,1.4587,1.8367,2.7968,2.8694,2.249,1.735,2.0087,2.6711,4.0765,3.5293,4.6598,3.6028,3.1319,2.751,3.3652,4.0654,4.1496,4.8213,4.0474,4.5196,4.436,4.5545,3.8302,3.7457,3.31,2.4255,2.4567,3.406,2.9124,2.8361,3.2526,3.1819,2.7033,1.2737,2.6843,2.0412,1.0853,1.9804,1.5004,2.0725,1.1893,2.7129,2.3203,3.1885,4.1834,4.1317,4.2216,3.7372,4.1014,3.4723,3.5336,3.5601,3.256,2.7262,3.8758,3.7427,4.8795,3.6063,4.2912,4.7239,4.449,4.3698,3.3786
-0.32988,0.69927,2.3236,2.4597,2.7581,3.2354,2.588,2.2132,2.4876,3.2586,4.1917,3.0831,4.4013,2.7457,2.6906,3.4393,3.761,3.197,3.3304,3.6233,3.5223,3.651,3.5831,3.459,3.0526,2.8228,3.0867,1.6483,1.1194,2.0589,2.1638,2.7595,2.9073,2.9565,2.3832,1.8995,1.8986,1.9624,2.282,2.0736,0.75891,2.1154,1.8895,2.4067,1.8776,3.059,3.887,3.831,2.6918,3.7379,4.095,3.7356,4.8733,4.2014,3.6133,2.9469,3.553,4.191,5.051,4.6355,4.9042,3.5185,3.3141,4.4598,3.1582
0.6257,1.4631,1.9029,2.2913,2.4373,3.8834,3.4736,3.6111,3.4774,2.8352,4.0815,3.6494,3.37,2.3606,2.4782,1.8222,2.9121,4.0169,3.6617,2.94,2.8701,3.1908,3.8951,2.9567,2.7674,2.404,1.6408,1.3019,0.53959,1.8262,2.022,1.4809,2.6186,3.3822,2.0339,2.6022,1.4429,0.53232,0.83751,1.1216,2.2761,3.3605,2.4547,1.4126,1.8961,2.6598,2.8783,2.6595,2.428,2.1298,2.6418,3.0506,3.4612,3.3486,4.0247,3.9304,3.3826,2.7188,4.7238,4.1706,4.454,4.1795,4.546,4.0223,4.1109
0.14201,0.63351,2.2439,2.2353,1.8448,3.1375,3.1426,2.8523,4.6301,4.7157,3.3764,3.2801,2.2302,2.156,2.5484,1.8947,1.5263,3.0904,2.5509,2.7983,3.9471,2.812,2.1119,2.653,2.9677,3.3599,1.2694,1.8576,0.38872,1.0211,1.1418,1.1083,1.7651,2.6881,2.3404,1.8422,0.57836,1.5372,2.458,2.4331,2.8603,2.9543,2.5401,1.1606,1.4292,1.1169,2.0088,2.4151,1.292,1.2672,1.6746,2.1942,2.6161,3.4199,4.6212,3.6314,3.059,2.2879,3.6051,3.5794,4.183,5.0242,4.7002,5.8546,3.8141
-0.87499,-1.6533,0.17103,1.089,1.1339,1.2685,2.7697,3.891,3.7031,2.7873,3.1428,2.298,2.216,1.7294,2.0379,1.9404,2.0714,2.3942,2.9019,3.5901,2.8845,2.5371,1.95,1.757,2.9717,1.9509,0.85475,1.8461,1.344,1.1299,0.83815,0.26521,1.8882,2.3329,1.8914,2.809,2.8714,1.6626,2.5252,3.4547,2.623,2.0505,1.8319,0.86117,1.4634,0.32274,0.74294,1.6127,0.50725,1.2357,1.4707,2.1788,3.266,3.3598,3.4517,3.3366,3.3039,2.7051,2.8822,3.0355,3.9681,4.6192,4.6652,4.8737,4.7135
