1.5781,1.2323,1.0264,1.0601,0.24293,2.1272,2.9795,3.1957,2.4098,2.1265,2.1542,2.2423,1.9125,2.5954,2.1947,2.1818,1.4283,2.0489,3.0164,2.8485,3.7485,2.9717,1.8086,1.4986,1.0361,1.5781,0.93917,1.4166,1.597,1.6679,3.3978,3.0001,1.6156,1.3909,0.96331,1.8354,1.9031,1.7756,1.7455,1.9231,1.6214,1.8834,0.76517,2.4946,4.3292,3.3556,2.3627,1.3972,1.7826,0.88559,0.82586,0.31541,0.40201,1.3102,1.5967,1.8397,2.9267,2.5428,2.6496,0.96465,-0.60225,-0.46511,-0.45215,-1.4408,-2.4788
1.3351,0.56692,1.0784,0.22787,1.6196,2.0771,2.938,3.9629,2.3568,2.7267,2.9019,2.4995,2.3317,2.6504,3.0765,2.8988,1.1638,2.6488,3.022,3.7368,2.9211,2.01,1.7006,1.4327,1.8251,1.138,1.451,2.6921,1.3472,2.2395,3.0163,3.2157,2.2747,1.8886,1.469,2.6231,2.6171,1.8479,1.9045,1.2345,1.6842,1.0376,1.0861,2.7942,2.4071,3.1771,2.9025,2.1625,1.2831,2.1806,0.55639,-0.12049,0.46535,0.41583,1.2909,2.3723,1.8207,1.6596,1.6402,0.8782,0.25652,0.42488,-0.64138,-0.52452,-1.549
1.1535,0.39975,1.9497,1.5485,1.8183,2.819,3.5426,4.1407,2.6039,2.6877,2.9292,2.3169,1.9977,2.2474,4.0833,3.1857,2.5375,3.2742,3.1614,2.7971,2.8648,2.4471,1.5128,1.6677,1.4371,1.7879,2.3687,2.515,1.3873,3.1857,4.1405,2.9666,2.1893,1.6482,1.8216,3.0626,3.8697,2.7845,1.1444,1.0819,1.5685,1.8691,1.6492,1.78,2.4451,2.4769,2.8435,1.7216,0.84021,1.2216,1.2917,1.4121,1.0763,0.91434,1.3739,2.2568,1.4241,0.98336,1.876,1.0357,0.81668,0.86992,0.69973,-0.12037,-0.86242
0.59352,0.38778,0.86413,1.9701,3.0392,3.4312,3.4695,3.0406,2.7868,3.0013,1.6396,1.9799,1.9547,2.1858,3.0345,3.3099,2.7396,2.6473,3.3661,3.29,3.5227,3.1057,2.4668,2.7866,2.6121,2.7126,1.9559,2.4592,1.964,2.665,2.4287,1.9584,1.1789,2.1087,1.8067,2.2145,2.0852,2.4661,1.3273,1.0924,1.502,1.1645,1.5726,1.8521,2.0792,1.7272,2.0611,2.3486,2.4758,2.3751,1.4383,1.5088,0.63234,1.0774,1.9361,2.2559,1.7117,1.1975,1.753,1.1378,0.33669,0.82288,1.0418,-0.36356,-0.24161
0.81839,0.3897,0.24416,2.2257,3.9062,3.9379,2.7856,2.7979,2.4768,2.2913,2.4241,2.1147,2.5525,2.0135,3.028,2.9764,2.5002,1.7493,3.4732,3.555,3.3431,3.1369,2.5177,2.1883,1.918,2.6954,1.5122,2.3099,1.2438,2.296,1.9796,1.3066,0.42579,1.2153,1.6134,2.3141,1.7443,2.4891,0.90605,1.8889,1.3549,1.1874,2.1558,1.7681,1.2867,1.3669,1.376,1.9231,2.7885,2.5678,1.6533,1.1744,1.2174,1.5029,1.9263,1.0165,-0.13499,1.5454,2.2015,1.3474,1.2178,1.2435,2.0912,0.26272,-0.006561
-0.33955,0.42387,0.22337,0.96601,3.3506,3.834,2.7736,1.8771,2.0513,1.2644,2.6407,2.2511,2.5974,2.7518,3.0941,2.72,1.8064,2.1232,2.9648,3.2208,2.4809,2.4989,3.125,1.4836,1.0362,0.87925,1.0364,0.58108,1.4727,1.9118,1.8244,1.6409,1.2644,2.1541,1.74,2.2145,1.239,2.0448,1.2906,1.042,1.0259,1.3753,1.2619,0.36849,1.8773,1.4411,0.69014,1.8052,2.7069,2.0853,1.0325,0.86354,1.5086,2.3031,1.9966,1.3026,-0.077139,1.7593,1.8137,2.2716,2.252,1.3121,1.9598,1.0101,1.647
-0.84755,-0.39447,0.022625,0.45089,1.5505,2.4094,1.4549,1.6568,2.2592,2.9094,3.1963,2.8642,3.3611,2.5287,1.6299,1.8814,1.85,1.7008,2.7375,1.8925,1.8445,2.6647,2.1407,1.4148,0.71474,0.84761,0.70536,1.0068,1.047,1.7358,2.1396,1.6723,1.3363,1.6105,0.88131,1.2373,1.123,1.6963,2.5842,1.58,0.34453,0.85045,0.05233,0.85121,0.99656,1.3715,1.7354,1.4352,2.5519,1.4472,0.27978,1.5746,1.0596,1.2616,1.4935,1.1741,0.52296,0.99221,1.9697,3.0656,2.5708,2.7042,2.3096,0.91035,1.7248
-0.91652,-0.55876,0.43653,0.79098,1.8489,3.0351,2.4537,1.9927,2.3665,3.3876,2.8607,2.9129,2.2504,1.1784,2.2911,0.77813,0.8854,1.5284,2.3801,1.7706,2.0381,1.6146,1.7627,1.6715,1.6209,1.6952,1.6742,2.0391,1.7199,2.0248,2.7089,2.7737,2.7083,2.1926,1.3068,0.7171,0.75362,1.2964,1.0831,0.80138,0.23997,-0.12668,0.60521,1.8855,1.0378,0.57295,0.69372,2.0066,1.346,1.1807,2.3431,2.3864,2.165,1.4841,0.74493,0.33564,0.69617,0.39266,2.1382,2.268,2.741,2.8682,1.9414,1.6116,1.7187
-1.6818,-0.44434,-0.16069,0.32417,1.5017,2.3143,2.7025,1.3408,1.6674,1.8321,1.857,2.2074,1.9866,1.1988,0.90483,1.095,-0.27246,1.2464,0.89609,2.111,0.60521,0.49215,1.0257,1.4614,1.7531,1.3323,1.1092,0.94517,1.8264,2.3913,2.9548,2.8352,2.8591,2.7241,2.4443,2.031,2.0892,1.2275,0.53625,1.735,0.35747,0.57621,0.50286,0.70345,0.221,0.76354,0.30937,1.6759,2.9543,2.2981,2.0576,2.2181,2.6754,1.3143,0.68407,1.6701,0.52914,1.0576,2.1621,3.0092,2.6136,2.9149,1.4192,1.6467,2.8839
-1.1258,-0.72824,0.69037,-0.1747,0.66765,1.7516,1.5206,2.9868,2.3766,2.3256,2.4904,2.1161,1.9604,2.2282,2.3848,1.3325,1.5326,1.5462,2.3536,1.3331,1.1278,1.7404,0.81444,1.5671,1.4367,1.168,1.503,1.3389,1.8959,1.8701,2.6756,1.8323,3.0702,2.4858,2.2337,1.906,0.92763,1.7185,1.0993,1.6861,1.1749,-0.04421,0.98068,-0.037969,-0.251,1.7547,0.64097,0.94128,2.7493,2.968,2.087,1.5148,1.5751,0.62072,0.1185,0.30652,0.20304,1.8109,2.9498,3.7509,2.6635,2.2536,2.029,3.0868,1.7559
