-1.8243,-1.4191,-0.99832,-1.0863,-0.4996,0.73202,1.0488,0.95816,1.3048,1.5432,1.9238,2.6275,1.9531,2.519,2.121,2.9077,2.9665,2.923,3.8044,2.9044,2.9036,4.2476,4.8799,4.7897,4.4141,3.9795,5.1901,5.3259,6.3051,6.3524,5.8168,6.7829,6.9086,6.594,6.1691,6.6304,8.2078,6.2885,5.9947,6.8269,7.8218,5.8686,4.94,2.8016,2.3147,2.9024,4.3182,4.4969,5.1415,4.2818,5.5354,4.0973,3.5603,2.9437,2.2241,3.4166,3.8701,2.8722,2.0271,1.9463,1.4581,0.84169,0.055866,0.020343,-0.74381
-1.4197,-1.3655,-1.4517,-0.6973,-0.21816,1.0669,2.3748,2.6057,2.0986,1.3887,2.0012,1.9573,2.268,3.3029,2.8131,2.2207,2.7891,3.9676,3.2242,3.1256,2.7754,4.0346,3.6639,4.0881,4.2187,4.3727,4.9558,5.1562,6.0208,6.185,6.0439,6.4176,6.7439,6.1671,5.5737,5.1835,6.5928,6.2648,5.4875,6.4925,6.0701,4.803,4.2486,2.9396,2.7247,2.839,3.4784,4.004,4.8894,4.3144,4.3265,4.2993,3.3959,3.7675,2.8601,3.6319,2.9619,2.0005,2.6246,1.9161,1.8362,0.51505,0.25176,-0.13008,-0.093186
-0.57479,-0.66229,-1.6898,-0.90851,-0.42435,1.0233,2.4507,2.272,2.3472,2.3092,2.1217,2.2746,2.5674,3.2777,2.9714,3.4811,3.3877,3.1138,3.1019,2.8171,2.8381,3.4762,3.6914,3.4752,3.8506,3.7403,3.8973,5.2611,6.0311,6.0681,6.1261,6.3745,5.8564,6.0661,4.6937,4.9707,5.7761,5.452,5.4535,4.9605,4.6179,5.206,4.589,3.2478,2.7396,2.2739,3.3637,4.3947,4.8093,4.0688,3.2352,3.904,4.1107,4.7685,3.6863,2.6208,3.7025,3.749,2.9999,1.6198,1.2475,1.2058,1.3482,0.62342,0.075153
0.22046,-0.36339,-0.22272,-0.095769,0.74715,1.0296,1.6485,2.3136,1.9899,2.8752,2.3908,3.103,3.3344,2.6824,3.4156,3.4494,3.7402,3.2532,3.9611,4.097,3.8778,3.1429,2.9647,3.1931,4.2545,4.3458,4.9428,5.3995,4.5389,4.1912,4.7008,6.3032,6.2826,6.5527,4.8769,4.7796,4.8581,4.7957,4.1423,4.4555,4.8776,4.3745,3.5784,3.4834,2.7954,3.1115,3.5798,4.4974,4.5711,4.3712,3.9106,3.797,3.9216,3.0526,3.3902,3.293,3.6357,3.8287,2.719,1.8389,1.8122,1.4003,1.4272,0.76351,0.37737
-1.2803,-0.21393,0.34283,-0.83243,0.68756,0.90403,0.7674,1.7797,2.8689,2.6479,1.6506,2.8607,3.2541,3.0214,3.6321,3.4946,4.3945,3.7189,4.3499,3.5854,3.693,2.9112,3.2321,3.288,4.5989,4.9941,4.4046,5.0834,4.4611,4.3357,5.4311,5.5967,6.6469,5.5099,5.0373,4.0842,3.8913,4.8438,4.5831,4.5517,4.5683,3.697,3.3487,3.7651,2.9401,2.9707,3.1836,3.7634,4.3254,3.8125,3.5088,3.2327,3.6772,3.8931,3.7467,3.0927,2.185,2.3681,2.4726,2.2219,2.8246,1.7139,1.8393,1.6491,0.52549
0.59745,0.10945,0.67562,1.1012,1.5638,1.5119,2.0353,2.6256,2.0863,3.3432,2.9759,3.3449,3.7083,3.3092,3.1625,3.4243,4.1497,4.4873,3.5873,2.9052,2.9657,3.3575,2.7575,2.3928,3.3968,3.9952,4.3182,4.5967,4.3493,3.8285,4.2052,4.2995,4.9261,4.2573,3.8769,3.6909,4.1609,4.6118,3.8584,4.9204,3.9957,3.4968,3.0463,3.9173,3.9792,3.9757,2.567,3.167,3.4995,2.8807,3.6749,3.1399,3.1487,2.9498,3.2393,2.6432,2.7078,2.2117,2.6559,2.1677,2.3538,1.4513,1.9849,1.1811,1.2112
0.93745,0.6242,1.0643,1.8893,1.4706,2.0161,2.9208,2.5027,3.0701,3.0109,2.3649,3.0338,3.3235,3.5397,4.357,4.3464,3.3041,3.2649,2.4494,3.4587,2.1077,2.0336,1.3451,2.5437,2.9138,3.2317,3.3003,4.0233,3.9874,3.4161,2.9179,4.1499,3.9691,3.5356,2.8521,3.8285,4.3583,3.7791,4.3704,3.3092,3.9512,3.5573,3.3677,3.7958,3.1105,3.709,2.9478,3.5758,3.3998,3.248,3.3974,4.235,3.3324,3.3081,3.469,3.7794,2.3282,3.2481,3.3381,2.4918,2.014,0.43417,0.73792,1.0644,1.2112
0.37454,1.1387,0.91794,1.2449,2.3729,2.2032,2.3478,2.35,2.6023,3.1022,2.8584,3.1879,2.9729,3.1673,3.974,3.7379,4.2167,3.6352,3.3213,3.5508,2.6593,1.9414,2.2051,1.9252,2.6892,2.8141,2.6819,4.0756,3.1315,1.8981,2.9733,2.7005,3.3842,4.1928,2.8718,3.7354,3.706,3.3191,3.1636,2.9271,2.5163,1.9852,2.2093,3.2946,3.343,3.0437,3.0599,3.4196,2.6051,3.5251,4.3109,3.607,2.9757,3.8444,3.8302,3.868,3.7269,4.1224,2.7706,2.7455,1.5252,1.098,1.1676,1.4689,1.688
-0.066028,0.46079,0.19347,1.555,2.1016,2.1735,1.7723,2.2958,2.7437,2.4559,2.2388,3.1201,3.9312,3.153,2.8665,3.682,2.8624,3.6924,3.2689,3.3379,3.1472,2.4354,2.739,2.5856,1.5827,2.1167,1.7422,2.7422,1.5607,1.6889,1.6863,2.3148,2.279,2.8667,3.0098,3.0127,4.0711,3.1533,2.1561,1.8996,1.3326,2.564,2.6113,3.2071,3.6334,4.2328,3.6694,3.5521,2.0888,3.6853,3.9101,3.82,2.5193,4.2217,4.1709,3.9083,3.1196,2.8827,2.2407,2.3012,1.9264,1.5572,1.013,2.4329,2.6391
0.24799,0.33987,0.68945,1.5653,1.8594,1.5671,1.5827,1.3799,1.996,2.3728,2.2877,3.124,3.2419,2.9075,3.4151,2.321,2.5984,3.7227,3.2023,3.257,2.9112,3.6769,2.2623,2.4019,1.8403,2.5347,2.8802,2.3687,1.615,1.9637,1.9688,1.8609,2.7913,2.1913,3.0631,2.3047,3.702,3.2406,1.1043,1.1061,2.7639,2.6542,3.0527,2.7797,2.2744,2.8934,3.0838,2.9244,2.9215,3.6361,3.3633,2.4848,4.0988,3.8971,3.7889,3.0119,2.4916,2.6404,2.517,2.0367,1.1608,0.12619,1.0028,1.9751,2.1984
